condition,layer,head,key_span,decision_mass_mean,decision_density_mean
corrupt,14,L14H5,task_body,0.29370774496849306,0.0038870963480632727
corrupt,14,L14H5,assistant_prefix,0.19863323620592876,0.022070359576490457
corrupt,14,L14H6,system_preamble,0.3576678108433086,0.010219080324908406
corrupt,14,L14H6,tools_block,0.017884514527585743,0.00033119471303885234
corrupt,14,L14H6,tool_instruction,0.12316630419438136,0.00559846837532753
corrupt,14,L14H6,tool_call_example,0.35993539883723924,0.015649365181238897
corrupt,14,L14H6,user_lead_phrase,0.0026569882972156044,0.0014571044361076028
corrupt,14,L14H6,function_body_anchor,0.014220834671057463,0.0035552086677643657
corrupt,14,L14H6,file_target,0.004540320979143803,0.0022701604895719015
corrupt,14,L14H6,instruction_suffix,0.009495807356808033,0.0010550897056113117
corrupt,14,L14H6,task_body,0.046563069545530626,0.0006050765533173473
corrupt,14,L14H6,assistant_prefix,0.06386894974872799,0.007096549974090419
corrupt,14,L14H7,system_preamble,0.7023063510631988,0.020065895769857813
corrupt,14,L14H7,tools_block,0.0189222786484175,0.0003504125672759593
corrupt,14,L14H7,tool_instruction,0.031948776889778215,0.001452217130401672
