sample_id,chain_key,edge,base_variant,direction,source_ratio,blocked_ratio,mediated_ratio
codecontests_cpp_11,query_chain,L2H14->MLP11,corrupt_full,tool,0.1791907514450867,0.09248554913294797,0.08670520231213873
codecontests_cpp_11,query_chain,MLP11->MLP16,corrupt_full,tool,0.48554913294797686,0.36127167630057805,0.12427745664739881
codecontests_cpp_11,query_chain,MLP16->L24H6,corrupt_full,tool,0.5375722543352601,0.430635838150289,0.10693641618497113
codecontests_cpp_11,schema_chain,L21H12->MLP27,clean_no_schema,tool,0.47832369942196534,0.3106936416184971,0.16763005780346824
codecontests_cpp_11,schema_chain,L21H12->MLP27,clean_schema_mismatch,tool,0.8923410404624278,0.5520231213872833,0.3403179190751445
codecontests_cpp_11,schema_chain,L21H12->MLP27,clean_no_protocol,tool,3.5722543352601157,1.8728323699421965,1.6994219653179192
codecontests_cpp_11,no_tool_chain,L16H4->MLP17,clean_full,no_tool,0.07407407407407407,0.06018518518518518,0.013888888888888888
codecontests_cpp_11,no_tool_chain,MLP17->L23H6,clean_full,no_tool,0.25925925925925924,0.22685185185185186,0.032407407407407385
codecontests_java_11,query_chain,L2H14->MLP11,corrupt_full,tool,0.14903846153846154,0.08173076923076923,0.0673076923076923
codecontests_java_11,query_chain,MLP11->MLP16,corrupt_full,tool,0.5048076923076923,0.2692307692307692,0.23557692307692307
codecontests_java_11,query_chain,MLP16->L24H6,corrupt_full,tool,0.16826923076923078,0.0625,0.10576923076923078
codecontests_java_11,schema_chain,L21H12->MLP27,clean_no_schema,tool,0.4344951923076923,0.2644230769230769,0.17007211538461536
codecontests_java_11,schema_chain,L21H12->MLP27,clean_schema_mismatch,tool,0.11358173076923077,0.08082932692307693,0.03275240384615384
codecontests_java_11,schema_chain,L21H12->MLP27,clean_no_protocol,tool,1.7596153846153846,0.9615384615384616,0.798076923076923
codecontests_java_11,no_tool_chain,L16H4->MLP17,clean_full,no_tool,0.14473684210526316,0.16447368421052633,-0.019736842105263164
codecontests_java_11,no_tool_chain,MLP17->L23H6,clean_full,no_tool,0.3223684210526316,0.34868421052631576,-0.02631578947368418
humaneval_python_11,query_chain,L2H14->MLP11,corrupt_full,tool,0.27741935483870966,0.1774193548387097,0.09999999999999998
humaneval_python_11,query_chain,MLP11->MLP16,corrupt_full,tool,-0.23870967741935484,0.04516129032258064,-0.2838709677419355
humaneval_python_11,query_chain,MLP16->L24H6,corrupt_full,tool,0.7064516129032258,0.4096774193548387,0.2967741935483871
humaneval_python_11,schema_chain,L21H12->MLP27,clean_no_schema,tool,0.3620967741935484,0.20161290322580644,0.16048387096774197
humaneval_python_11,schema_chain,L21H12->MLP27,clean_schema_mismatch,tool,0.6818548387096774,0.44193548387096776,0.2399193548387097
humaneval_python_11,schema_chain,L21H12->MLP27,clean_no_protocol,tool,1.5870967741935484,0.967741935483871,0.6193548387096774
humaneval_python_11,no_tool_chain,L16H4->MLP17,clean_full,no_tool,0.029940119760479042,-0.0658682634730539,0.09580838323353294
humaneval_python_11,no_tool_chain,MLP17->L23H6,clean_full,no_tool,0.6526946107784432,0.5538922155688623,0.0988023952095809
mbpp_python_11,query_chain,L2H14->MLP11,corrupt_full,tool,-0.13131313131313133,0.0,-0.13131313131313133
mbpp_python_11,query_chain,MLP11->MLP16,corrupt_full,tool,0.19696969696969696,0.06565656565656566,0.1313131313131313
mbpp_python_11,query_chain,MLP16->L24H6,corrupt_full,tool,0.4444444444444444,0.29292929292929293,0.1515151515151515
mbpp_python_11,schema_chain,L21H12->MLP27,clean_no_schema,tool,0.014599116161616162,0.010969065656565656,0.003630050505050506
mbpp_python_11,schema_chain,L21H12->MLP27,clean_schema_mismatch,tool,0.9873737373737373,0.5151515151515151,0.4722222222222222
mbpp_python_11,schema_chain,L21H12->MLP27,clean_no_protocol,tool,2.3838383838383836,1.3131313131313131,1.0707070707070705
mbpp_python_11,no_tool_chain,L16H4->MLP17,clean_full,no_tool,0.1712962962962963,0.06018518518518518,0.11111111111111113
mbpp_python_11,no_tool_chain,MLP17->L23H6,clean_full,no_tool,0.7337962962962963,0.6365740740740741,0.09722222222222221
codecontests_cpp_12,query_chain,L2H14->MLP11,corrupt_full,tool,0.007042253521126761,0.10211267605633803,-0.09507042253521127
codecontests_cpp_12,query_chain,MLP11->MLP16,corrupt_full,tool,0.20422535211267606,-0.19718309859154928,0.4014084507042254
codecontests_cpp_12,query_chain,MLP16->L24H6,corrupt_full,tool,0.5387323943661971,0.3767605633802817,0.16197183098591544
codecontests_cpp_12,schema_chain,L21H12->MLP27,clean_no_schema,tool,0.6461267605633803,0.43133802816901406,0.2147887323943662
codecontests_cpp_12,schema_chain,L21H12->MLP27,clean_schema_mismatch,tool,2.8838028169014085,1.4225352112676057,1.4612676056338028
codecontests_cpp_12,schema_chain,L21H12->MLP27,clean_no_protocol,tool,3.9014084507042255,2.1971830985915495,1.704225352112676
codecontests_cpp_12,no_tool_chain,L16H4->MLP17,clean_full,no_tool,0.17307692307692307,0.08974358974358974,0.08333333333333333
codecontests_cpp_12,no_tool_chain,MLP17->L23H6,clean_full,no_tool,0.25,0.21153846153846154,0.038461538461538464
codecontests_java_12,query_chain,L2H14->MLP11,corrupt_full,tool,0.04054054054054054,0.0,0.04054054054054054
codecontests_java_12,query_chain,MLP11->MLP16,corrupt_full,tool,0.4391891891891892,0.25675675675675674,0.18243243243243246
codecontests_java_12,query_chain,MLP16->L24H6,corrupt_full,tool,0.34459459459459457,0.20270270270270271,0.14189189189189186
codecontests_java_12,schema_chain,L21H12->MLP27,clean_no_schema,tool,0.7557010135135135,0.4543918918918919,0.3013091216216216
codecontests_java_12,schema_chain,L21H12->MLP27,clean_schema_mismatch,tool,1.322212837837838,0.7297297297297297,0.5924831081081082
codecontests_java_12,schema_chain,L21H12->MLP27,clean_no_protocol,tool,0.839527027027027,0.5202702702702703,0.3192567567567567
codecontests_java_12,no_tool_chain,L16H4->MLP17,clean_full,no_tool,0.2727272727272727,0.15656565656565657,0.11616161616161613
codecontests_java_12,no_tool_chain,MLP17->L23H6,clean_full,no_tool,0.3611111111111111,0.2828282828282828,0.07828282828282829
apps_python_13,query_chain,L2H14->MLP11,corrupt_full,tool,0.09583333333333334,0.22083333333333333,-0.12499999999999999
apps_python_13,query_chain,MLP11->MLP16,corrupt_full,tool,0.16666666666666666,-0.2916666666666667,0.45833333333333337
apps_python_13,query_chain,MLP16->L24H6,corrupt_full,tool,0.7166666666666667,0.5625,0.15416666666666667
apps_python_13,schema_chain,L21H12->MLP27,clean_no_schema,tool,0.3723958333333333,0.22916666666666666,0.14322916666666666
apps_python_13,schema_chain,L21H12->MLP27,clean_schema_mismatch,tool,0.8395833333333333,0.5,0.33958333333333335
apps_python_13,schema_chain,L21H12->MLP27,clean_no_protocol,tool,1.5041666666666667,0.8666666666666667,0.6375
