sample_id,sample_rank,q_index,filename,direction,status,clean_obj,corrupt_obj,gap,detailed_ratio_vs_gap,necessity_ratio_vs_gap,rough_ratio_vs_gap,rough_necessity_ratio_vs_gap,probe_head,target_token_str,distractor_token_str,ap_mode,error
codecontests_cpp_492,918,,codecontests_cpp_492.txt,reverse_no_tool,ok,0.0,-5.875,5.875,0.9970495345744681,0.9361702127659575,0.987533244680851,0.7659574468085106,L24H6,I,<tool_call>,full,
codecontests_java_492,919,,codecontests_java_492.txt,reverse_no_tool,ok,0.0,-6.78125,6.78125,0.9647177419354839,1.032258064516129,0.9199308755760369,0.8847926267281107,L24H6,I,<tool_call>,full,
codecontests_cpp_493,920,,codecontests_cpp_493.txt,reverse_no_tool,ok,0.0,-3.546875,3.546875,0.9973499449339207,0.9559471365638766,0.9908452643171806,0.8854625550660793,L24H6,I,<tool_call>,full,
apps_python_494,921,,apps_python_494.txt,reverse_no_tool,ok,0.0,-2.703125,2.703125,0.9979339776011561,0.884393063583815,0.9942648121387283,0.8554913294797688,L24H6,I,<tool_call>,full,
apps_python_495,922,,apps_python_495.txt,reverse_no_tool,ok,0.0,-1.7890625,1.7890625,0.9774836244541485,1.1441048034934498,0.9815775109170306,0.8471615720524017,L17H8,I,<tool_call>,full,
codecontests_java_495,923,,codecontests_java_495.txt,reverse_no_tool,ok,0.0,-2.953125,2.953125,0.9894593253968254,0.8201058201058201,0.9487433862433863,0.6481481481481481,L21H12,I,<tool_call>,full,
codecontests_java_496,924,,codecontests_java_496.txt,reverse_no_tool,ok,0.0,-5.75,5.75,0.9979194972826086,0.9347826086956522,0.99755859375,0.8369565217391305,L24H6,I,<tool_call>,full,
apps_python_498,925,,apps_python_498.txt,reverse_no_tool,ok,0.0,-5.03125,5.03125,0.9784549689440993,1.1490683229813665,0.9652562111801242,0.9875776397515528,L20H14,I,<tool_call>,full,
apps_python_499,926,,apps_python_499.txt,reverse_no_tool,ok,0.0,-5.25,5.25,0.9977446056547619,1.005952380952381,0.9620535714285714,0.8333333333333334,L20H5,I,<tool_call>,full,
codecontests_java_499,927,,codecontests_java_499.txt,reverse_no_tool,ok,0.0,-2.5625,2.5625,0.9799923780487805,1.0914634146341464,0.9944026295731707,1.0121951219512195,L24H6,I,<tool_call>,full,
apps_python_500,928,,apps_python_500.txt,reverse_no_tool,ok,0.0,-1.7734375,1.7734375,0.9887802863436124,1.145374449339207,0.9792125550660793,0.8414096916299559,L24H6,I,<tool_call>,full,
codecontests_java_500,929,,codecontests_java_500.txt,reverse_no_tool,ok,0.0,-6.0,6.0,0.98681640625,0.9427083333333334,0.9844563802083334,0.8333333333333334,L24H6,I,<tool_call>,full,
apps_python_501,930,,apps_python_501.txt,reverse_no_tool,ok,0.0,-1.40625,1.40625,0.9934895833333334,0.9055555555555556,0.99296875,0.5888888888888889,L24H6,I,<tool_call>,full,
codecontests_cpp_502,931,,codecontests_cpp_502.txt,reverse_no_tool,ok,0.0,-4.15625,4.15625,0.9906602443609023,0.9849624060150376,0.9765037593984962,0.7556390977443609,L24H6,I,<tool_call>,full,
codecontests_java_502,932,,codecontests_java_502.txt,reverse_no_tool,ok,0.0,-4.8125,4.8125,0.9989727069805194,0.987012987012987,0.9968166599025974,0.7662337662337663,L24H6,I,<tool_call>,full,
apps_python_503,933,,apps_python_503.txt,reverse_no_tool,ok,0.0,-2.3125,2.3125,0.9993302628800675,1.0405405405405406,0.9980996621621622,0.6756756756756757,L24H6,I,<tool_call>,full,
codecontests_cpp_503,934,,codecontests_cpp_503.txt,reverse_no_tool,ok,0.0,-5.25,5.25,0.9937686011904762,0.9345238095238095,0.9865141369047619,0.7440476190476191,L24H6,I,<tool_call>,full,
apps_python_504,935,,apps_python_504.txt,reverse_no_tool,ok,0.0,-1.9140625,1.9140625,0.9888392857142857,0.9224489795918367,0.9809948979591837,0.6693877551020408,L24H6,I,<tool_call>,full,
codecontests_cpp_504,936,,codecontests_cpp_504.txt,reverse_no_tool,ok,0.0,-2.03125,2.03125,0.9912259615384615,1.0692307692307692,0.9557692307692308,1.2538461538461538,L24H6,I,<tool_call>,full,
codecontests_java_505,937,,codecontests_java_505.txt,reverse_no_tool,ok,0.0,-4.09375,4.09375,0.9829437022900763,0.9274809160305344,0.9406011450381679,0.8358778625954199,L24H6,I,<tool_call>,full,
codecontests_cpp_508,938,,codecontests_cpp_508.txt,reverse_no_tool,ok,0.0,-3.515625,3.515625,0.9783333333333334,0.8311111111111111,0.9679166666666666,0.7733333333333333,L24H6,I,<tool_call>,full,
codecontests_java_508,939,,codecontests_java_508.txt,reverse_no_tool,ok,0.0,-4.40625,4.40625,0.9929078014184397,0.8439716312056738,0.9949024822695035,0.7588652482269503,L24H6,I,<tool_call>,full,
codecontests_java_509,940,,codecontests_java_509.txt,reverse_no_tool,ok,0.0,-3.1875,3.1875,0.9894301470588235,0.7107843137254902,0.9747242647058824,0.7450980392156863,L24H6,I,<tool_call>,full,
codecontests_cpp_510,941,,codecontests_cpp_510.txt,reverse_no_tool,ok,0.0,-2.453125,2.453125,0.9989487957802548,1.0445859872611465,0.9530254777070064,0.8057324840764332,L24H6,I,<tool_call>,full,
codecontests_java_510,942,,codecontests_java_510.txt,reverse_no_tool,ok,0.0,-1.875,1.875,0.9888671875,0.9,0.96015625,0.825,L24H6,I,<tool_call>,full,
codecontests_cpp_511,943,,codecontests_cpp_511.txt,reverse_no_tool,ok,0.0,-3.484375,3.484375,0.9909613228699552,0.8699551569506726,0.9950252242152466,0.8161434977578476,L21H12,I,<tool_call>,full,
codecontests_java_511,944,,codecontests_java_511.txt,reverse_no_tool,ok,0.0,-5.3125,5.3125,0.9946231617647059,0.9411764705882353,0.9893382352941177,0.9823529411764705,L24H6,I,<tool_call>,full,
codecontests_cpp_512,945,,codecontests_cpp_512.txt,reverse_no_tool,ok,0.0,-2.734375,2.734375,0.9755357142857143,0.8457142857142858,0.8464285714285714,0.5228571428571429,L24H6,I,<tool_call>,full,
codecontests_java_512,946,,codecontests_java_512.txt,reverse_no_tool,ok,0.0,-3.34375,3.34375,0.9974080023364486,0.6214953271028038,0.9961302570093458,0.5981308411214953,L24H6,I,<tool_call>,full,
codecontests_java_513,947,,codecontests_java_513.txt,reverse_no_tool,ok,0.0,-4.21875,4.21875,0.9911458333333333,1.0222222222222221,0.9755787037037037,0.9851851851851852,L20H5,I,<tool_call>,full,
codecontests_cpp_515,948,,codecontests_cpp_515.txt,reverse_no_tool,ok,0.0,-2.03125,2.03125,0.9794471153846154,0.8692307692307693,0.9905649038461538,0.7384615384615385,L21H12,I,<tool_call>,full,
codecontests_java_515,949,,codecontests_java_515.txt,reverse_no_tool,ok,0.0,-3.953125,3.953125,0.9940093873517787,0.8221343873517787,0.9634387351778656,0.782608695652174,L24H6,I,<tool_call>,full,
codecontests_cpp_516,950,,codecontests_cpp_516.txt,reverse_no_tool,ok,0.0,-2.3125,2.3125,0.9959353885135135,1.1216216216216217,0.9926097972972973,1.114864864864865,L21H12,I,<tool_call>,full,
codecontests_java_516,951,,codecontests_java_516.txt,reverse_no_tool,ok,0.0,-2.953125,2.953125,0.9996047247023809,0.8783068783068783,0.9982432208994709,0.7777777777777778,L24H6,I,<tool_call>,full,
codecontests_cpp_517,952,,codecontests_cpp_517.txt,reverse_no_tool,ok,0.0,-3.453125,3.453125,0.9954927884615384,1.0135746606334841,0.9958462952488688,0.8416289592760181,L24H6,I,<tool_call>,full,
codecontests_java_519,953,,codecontests_java_519.txt,reverse_no_tool,ok,0.0,-4.0625,4.0625,0.9958233173076924,0.9653846153846154,0.9903245192307693,0.7730769230769231,L24H6,I,<tool_call>,full,
codecontests_cpp_520,954,,codecontests_cpp_520.txt,reverse_no_tool,ok,0.0,-3.203125,3.203125,0.995579268292683,0.9902439024390244,0.9945121951219512,0.9707317073170731,L21H12,I,<tool_call>,full,
