sample_id,sample_rank,q_index,filename,direction,status,clean_obj,corrupt_obj,gap,detailed_ratio_vs_gap,necessity_ratio_vs_gap,rough_ratio_vs_gap,rough_necessity_ratio_vs_gap,probe_head,target_token_str,distractor_token_str,ap_mode,error
humaneval_python_42,102,,humaneval_python_42.txt,reverse_no_tool,skipped_resume,5.875,-2.375,8.25,1.0151515151515151,1.0606060606060606,0.8181818181818182,0.8939393939393939,L24H6,I,<tool_call>,full,
mbpp_python_42,103,,mbpp_python_42.txt,reverse_no_tool,skipped_resume,2.875,-2.5,5.375,1.0930232558139534,1.069767441860465,0.9069767441860465,1.0,L15H5,I,<tool_call>,full,
apps_python_43,104,,apps_python_43.txt,reverse_no_tool,skipped_resume,7.125,-3.0,10.125,1.0617283950617284,1.0617283950617284,0.9135802469135802,0.9382716049382716,L24H6,I,<tool_call>,full,
codecontests_cpp_43,105,,codecontests_cpp_43.txt,reverse_no_tool,skipped_resume,3.375,-3.5,6.875,1.018181818181818,0.9454545454545454,0.9818181818181818,0.9636363636363636,L24H6,I,<tool_call>,full,
codecontests_java_43,106,,codecontests_java_43.txt,reverse_no_tool,skipped_resume,10.25,-6.25,16.5,1.0833333333333333,1.0454545454545454,1.0075757575757576,0.9886363636363636,L16H9,I,<tool_call>,full,
apps_python_44,107,,apps_python_44.txt,reverse_no_tool,skipped_resume,2.625,-1.25,3.875,1.0,0.9032258064516129,0.8709677419354839,0.8064516129032258,L21H12,I,<tool_call>,full,
codecontests_cpp_44,108,,codecontests_cpp_44.txt,reverse_no_tool,skipped_resume,3.0,-3.75,6.75,1.0,1.0185185185185186,0.9444444444444444,0.9444444444444444,L20H5,I,<tool_call>,full,
codecontests_java_44,109,,codecontests_java_44.txt,reverse_no_tool,skipped_resume,9.1875,-2.25,11.4375,0.9508196721311475,0.9562841530054644,0.8961748633879781,0.9234972677595629,L24H6,I,<tool_call>,full,
humaneval_python_44,110,,humaneval_python_44.txt,reverse_no_tool,skipped_resume,4.75,-2.5,7.25,1.0517241379310345,1.0344827586206897,0.8448275862068966,0.9310344827586207,L16H8,I,<tool_call>,full,
codecontests_cpp_45,111,,codecontests_cpp_45.txt,reverse_no_tool,skipped_resume,4.375,-2.75,7.125,1.0175438596491229,1.0,0.9649122807017544,0.9298245614035088,L21H12,I,<tool_call>,full,
codecontests_java_45,112,,codecontests_java_45.txt,reverse_no_tool,skipped_resume,10.1875,-6.875,17.0625,0.9523809523809523,0.9853479853479854,0.9743589743589743,0.978021978021978,L24H6,I,<tool_call>,full,
apps_python_46,113,,apps_python_46.txt,reverse_no_tool,skipped_resume,5.375,-1.75,7.125,1.0,1.0175438596491229,0.9122807017543859,0.9298245614035088,L24H6,I,<tool_call>,full,
codecontests_cpp_46,114,,codecontests_cpp_46.txt,reverse_no_tool,skipped_resume,6.625,-4.125,10.75,1.0232558139534884,0.9883720930232558,0.872093023255814,0.9069767441860465,L21H1,I,<tool_call>,full,
codecontests_java_46,115,,codecontests_java_46.txt,reverse_no_tool,skipped_resume,12.9375,-6.375,19.3125,0.9223300970873787,0.948220064724919,0.8640776699029126,0.889967637540453,L24H6,I,<tool_call>,full,
apps_python_47,116,,apps_python_47.txt,reverse_no_tool,skipped_resume,4.875,-1.25,6.125,1.0816326530612246,1.0,0.9591836734693877,0.8979591836734694,L16H8,I,<tool_call>,full,
codecontests_cpp_47,117,,codecontests_cpp_47.txt,reverse_no_tool,skipped_resume,2.875,-1.625,4.5,1.0555555555555556,1.0833333333333333,1.1944444444444444,1.1666666666666667,L24H6,I,<tool_call>,full,
codecontests_java_47,118,,codecontests_java_47.txt,reverse_no_tool,skipped_resume,14.8125,-2.0,16.8125,0.9107806691449815,0.9628252788104089,0.8884758364312267,0.9405204460966543,L24H6,I,<tool_call>,full,
humaneval_python_47,119,,humaneval_python_47.txt,reverse_no_tool,skipped_resume,6.625,-1.875,8.5,1.0294117647058822,0.9558823529411765,0.8970588235294118,0.8529411764705882,L24H6,I,<tool_call>,full,
apps_python_48,120,,apps_python_48.txt,reverse_no_tool,skipped_resume,5.875,-2.75,8.625,1.0289855072463767,1.1014492753623188,0.8260869565217391,0.9130434782608695,L24H6,I,<tool_call>,full,
codecontests_cpp_48,121,,codecontests_cpp_48.txt,reverse_no_tool,skipped_resume,5.0,-3.25,8.25,0.9090909090909091,0.8787878787878788,0.8333333333333334,0.7878787878787878,L21H1,I,<tool_call>,full,
codecontests_java_48,122,,codecontests_java_48.txt,reverse_no_tool,skipped_resume,10.625,-5.25,15.875,0.9212598425196851,0.968503937007874,0.8267716535433071,0.8818897637795275,L24H6,I,<tool_call>,full,
apps_python_49,123,,apps_python_49.txt,reverse_no_tool,skipped_resume,4.5,-0.625,5.125,1.0731707317073171,1.0975609756097562,1.024390243902439,1.024390243902439,L21H1,I,<tool_call>,full,
codecontests_cpp_49,124,,codecontests_cpp_49.txt,reverse_no_tool,skipped_resume,2.0,-5.25,7.25,1.0172413793103448,0.9827586206896551,0.9310344827586207,0.9482758620689655,L16H4,I,<tool_call>,full,
codecontests_java_49,125,,codecontests_java_49.txt,reverse_no_tool,skipped_resume,10.5625,-4.125,14.6875,0.9404255319148936,0.9744680851063829,0.8893617021276595,0.948936170212766,L24H6,I,<tool_call>,full,
codecontests_cpp_50,126,,codecontests_cpp_50.txt,reverse_no_tool,skipped_resume,4.5,-2.75,7.25,0.9482758620689655,0.9310344827586207,0.8793103448275862,0.8620689655172413,L21H12,I,<tool_call>,full,
codecontests_java_50,127,,codecontests_java_50.txt,reverse_no_tool,skipped_resume,5.0,-4.75,9.75,1.1153846153846154,1.064102564102564,0.9230769230769231,0.9743589743589743,L24H6,I,<tool_call>,full,
