sample_id,variant,span,attn_mass,attn_density
codecontests_java_4,base,file_target,0.010805696249008179,0.005402848124504089
codecontests_java_4,base,tail_suffix,0.07568854093551636,0.0068807764910161495
codecontests_java_4,base,task_body,0.14108239114284515,0.0018087485805153847
mbpp_python_4,clean,lead_phrase,0.09608933329582214,0.03202977776527405
mbpp_python_4,clean,function_body_anchor,0.01643439009785652,0.00821719504892826
mbpp_python_4,clean,file_target,0.016146201640367508,0.008073100820183754
mbpp_python_4,clean,tail_suffix,0.0839618667960167,0.0076328967697918415
mbpp_python_4,clean,task_body,0.07509449869394302,0.001444124965928495
mbpp_python_4,base,lead_phrase,0.05001818388700485,0.016672728583216667
mbpp_python_4,base,function_body_anchor,0.009554704651236534,0.004777352325618267
mbpp_python_4,base,file_target,0.015920959413051605,0.007960479706525803
mbpp_python_4,base,tail_suffix,0.08184453099966049,0.007440411951392889
mbpp_python_4,base,task_body,0.07650735974311829,0.001471295370720327
apps_python_5,clean,lead_phrase,0.03066933900117874,0.007667334750294685
apps_python_5,clean,function_body_anchor,0.005380958318710327,0.0026904791593551636
apps_python_5,clean,file_target,0.02024678885936737,0.010123394429683685
apps_python_5,clean,tail_suffix,0.06446652114391327,0.00586059270426631
apps_python_5,clean,task_body,0.10656460374593735,0.0012995683355256915
apps_python_5,base,lead_phrase,0.018747810274362564,0.004686952568590641
apps_python_5,base,function_body_anchor,0.0044461144134402275,0.0022230572067201138
apps_python_5,base,file_target,0.018261225894093513,0.009130612947046757
apps_python_5,base,tail_suffix,0.0595870167016983,0.005417001433670521
apps_python_5,base,task_body,0.10794820636510849,0.0013164415722712874
codecontests_cpp_5,clean,lead_phrase,0.07674314081668854,0.03837157040834427
codecontests_cpp_5,clean,function_body_anchor,0.012185856699943542,0.006092928349971771
codecontests_cpp_5,clean,file_target,0.026255235075950623,0.013127617537975311
codecontests_cpp_5,clean,tail_suffix,0.07216381281614304,0.006560346577316523
codecontests_cpp_5,clean,task_body,0.12834285199642181,0.0016245930455625057
codecontests_cpp_5,base,lead_phrase,0.1315128356218338,0.0657564178109169
codecontests_cpp_5,base,function_body_anchor,0.014184074476361275,0.007092037238180637
codecontests_cpp_5,base,file_target,0.024943023920059204,0.012471511960029602
codecontests_cpp_5,base,tail_suffix,0.07692523300647736,0.006993202958256006
codecontests_cpp_5,base,task_body,0.1187472939491272,0.0015031303046271205
codecontests_java_5,clean,lead_phrase,0.0769733265042305,0.03848666325211525
codecontests_java_5,clean,function_body_anchor,0.017318345606327057,0.008659172803163528
codecontests_java_5,clean,file_target,0.009178752079606056,0.004589376039803028
codecontests_java_5,clean,tail_suffix,0.08037971705198288,0.007307246793061495
codecontests_java_5,clean,task_body,0.11043503880500793,0.0014923653798177838
codecontests_java_5,base,lead_phrase,0.22152860462665558,0.11076430231332779
codecontests_java_5,base,function_body_anchor,0.014171300455927849,0.007085650227963924
codecontests_java_5,base,file_target,0.007262282073497772,0.003631141036748886
codecontests_java_5,base,tail_suffix,0.07411149144172668,0.0067374082282185555
codecontests_java_5,base,task_body,0.0950673520565033,0.001284693949855864
codecontests_cpp_6,clean,lead_phrase,0.08866637200117111,0.044333186000585556
