head,layer,set,n,tool_mass_median,no_tool_mass_median,delta_median_no_minus_tool,tool_mass_mean,no_tool_mass_mean
L16H8,16,tools_block,1189,0.2883838415145874,0.24195066094398499,-0.04643318057060242,0.29467556289106583,0.24223765873728528
L16H8,16,user_block,1189,0.3974062502384186,0.44520360231399536,0.04779735207557678,0.3943391950116426,0.4446708191533967
L16H9,16,contrast,1189,0.008978711441159248,0.007739677093923092,-0.0012390343472361565,0.009491331706429018,0.008651864663627773
L16H9,16,prefix_16,1189,0.15087318420410156,0.13766039907932281,-0.013212785124778748,0.15238797482920857,0.13936965809187235
L16H9,16,recent_32,1189,0.29897353053092957,0.32662272453308105,0.02764919400215149,0.30237939426185106,0.32921738473931916
L16H9,16,tool_call_tags,1189,0.003105663461610675,0.0030427530873566866,-6.291037425398827e-05,0.003197371010641944,0.0031713117782498066
L16H9,16,tools_block,1189,0.23430398106575012,0.23345766961574554,-0.0008463114500045776,0.2330151156368027,0.22804297155898795
L16H9,16,user_block,1189,0.3933374285697937,0.4276044964790344,0.03426706790924072,0.3956929385110648,0.43026286696966604
L17H2,17,contrast,1189,0.003946274518966675,0.0030857438687235117,-0.0008605306502431631,0.00409299359442251,0.006147020378690902
L17H2,17,prefix_16,1189,0.19423523545265198,0.2255774587392807,0.03134222328662872,0.19657773723163155,0.22691302641887842
L17H2,17,recent_32,1189,0.21621695160865784,0.2446904331445694,0.02847348153591156,0.21235314291048893,0.24123764887790503
L17H2,17,tool_call_tags,1189,0.01874159835278988,0.011384229175746441,-0.007357369177043438,0.019395996709146653,0.011904271640654268
L17H2,17,tools_block,1189,0.14597949385643005,0.13385966420173645,-0.012119829654693604,0.147867926292253,0.13353876660509809
L17H2,17,user_block,1189,0.2328038066625595,0.29815584421157837,0.06535203754901886,0.23638259464697842,0.30093309718134825
L17H8,17,contrast,1189,0.003755044424906373,0.006539050955325365,0.002784006530418992,0.0040569890833802875,0.007731913140560974
L17H8,17,prefix_16,1189,0.22553472220897675,0.27515077590942383,0.04961605370044708,0.22495166345164994,0.27722311877121536
L17H8,17,recent_32,1189,0.136572003364563,0.15415959060192108,0.017587587237358093,0.13240203081533827,0.15002371497057485
L17H8,17,tool_call_tags,1189,0.012815551832318306,0.007704455871134996,-0.0051110959611833096,0.013282281383825036,0.00799121788003434
L17H8,17,tools_block,1189,0.25478318333625793,0.21551871299743652,-0.03926447033882141,0.26115772329878667,0.22265670348908143
L17H8,17,user_block,1189,0.23648439347743988,0.28757020831108093,0.05108581483364105,0.2337523771182041,0.2817451815027665
L19H6,19,contrast,1189,0.00030394719215109944,0.00034592195879668,4.197476664558053e-05,0.00044661130653896947,0.0005993646138007422
L19H6,19,prefix_16,1189,0.2918594777584076,0.28035566210746765,-0.011503815650939941,0.29211682018559953,0.2848417813583419
L19H6,19,recent_32,1189,0.4611673355102539,0.46560266613960266,0.004435330629348755,0.4609805559590647,0.46428780627411087
L19H6,19,tool_call_tags,1189,0.00023485076962970197,0.0002381785016041249,3.3277319744229317e-06,0.00025485794833447913,0.00026319180428543634
L19H6,19,tools_block,1189,0.012381786480545998,0.010355777107179165,-0.0020260093733668327,0.0127230239109762,0.010909479159800707
L19H6,19,user_block,1189,0.14291082322597504,0.15954402089118958,0.01663319766521454,0.14529258387493826,0.1665813601673702
L20H5,20,contrast,1189,0.00030998708098195493,0.000291783973807469,-1.8203107174485922e-05,0.0005891202470438756,0.0003966881295502491
L20H5,20,prefix_16,1189,0.04458148032426834,0.07048772275447845,0.025906242430210114,0.044176729462564596,0.07106651719017275
L20H5,20,recent_32,1189,0.1671842634677887,0.24371686577796936,0.07653260231018066,0.16736598931334418,0.2510973449210543
L20H5,20,tool_call_tags,1189,0.028109561651945114,0.015224885195493698,-0.012884676456451416,0.028542693982431876,0.015716633665445123
L20H5,20,tools_block,1189,0.3852445185184479,0.2632620334625244,-0.12198248505592346,0.3855977115308266,0.2631448700309702
L20H5,20,user_block,1189,0.22244171798229218,0.36498749256134033,0.14254577457904816,0.22442081784618012,0.36559698648619193
L21H1,21,contrast,1189,0.004533503670245409,0.003939891699701548,-0.0005936119705438614,0.004986099225559599,0.006569192901472432
L21H1,21,prefix_16,1189,0.36223098635673523,0.5226423740386963,0.16041138768196106,0.36478960139346384,0.5251430980140568
L21H1,21,recent_32,1189,0.19794391095638275,0.18407240509986877,-0.013871505856513977,0.21232570050780866,0.18007445069072225
L21H1,21,tool_call_tags,1189,0.020475802943110466,0.008853685110807419,-0.011622117832303047,0.025456831201870242,0.011024994206010882
L21H1,21,tools_block,1189,0.10673605650663376,0.0847034677863121,-0.022032588720321655,0.10761600772280769,0.08439739750301868
L21H1,21,user_block,1189,0.2969309687614441,0.29400479793548584,-0.002926170825958252,0.3053098001757823,0.28414293690024556
L21H12,21,contrast,1189,0.00031824171310290694,0.0008316546445712447,0.0005134129314683378,0.000622581820857723,0.0018521924894314464
L21H12,21,prefix_16,1189,0.08824218809604645,0.1762460321187973,0.08800384402275085,0.08538068080347586,0.17773258130875227
L21H12,21,recent_32,1189,0.042292140424251556,0.0955294668674469,0.05323732644319534,0.04108635501942344,0.09526055977939056
L21H12,21,tool_call_tags,1189,0.013583819381892681,0.008011278696358204,-0.005572540685534477,0.014555553263374444,0.008689086241577106
L21H12,21,tools_block,1189,0.24901899695396423,0.3079817295074463,0.058962732553482056,0.24672384951122675,0.30811641132811524
L21H12,21,user_block,1189,0.051511723548173904,0.12335115671157837,0.07183943316340446,0.05072020473314294,0.12731364986618796
L23H5,23,contrast,1189,0.00013517329352907836,0.0001564999984111637,2.1326704882085323e-05,0.0003430412166115036,0.0004278379740633642
L23H5,23,prefix_16,1189,0.21729861199855804,0.2825619578361511,0.06526334583759308,0.23984826261552067,0.2858427667863435
L23H5,23,recent_32,1189,0.05501142889261246,0.08617469668388367,0.03116326779127121,0.055516852084719605,0.0870863394083297
L23H5,23,tool_call_tags,1189,0.2755022346973419,0.11438398063182831,-0.1611182540655136,0.27757219907563707,0.11885993614717628
L23H5,23,tools_block,1189,0.12861645221710205,0.13750842213630676,0.008891969919204712,0.13106125314023637,0.14271752728357648
L23H5,23,user_block,1189,0.09767419844865799,0.18645092844963074,0.08877673000097275,0.09770212115569524,0.17576643658678154
L23H6,23,contrast,1189,0.00037231179885566235,0.000311729934765026,-6.058186409063637e-05,0.00042720879209840536,0.0004088359023224668
L23H6,23,prefix_16,1189,0.3944375813007355,0.4636284410953522,0.0691908597946167,0.3944052742297555,0.46431133577159917
L23H6,23,recent_32,1189,0.08744416385889053,0.1057353988289833,0.018291234970092773,0.0894588720871181,0.10699032576671662
L23H6,23,tool_call_tags,1189,0.005688501056283712,0.005306169390678406,-0.0003823316656053066,0.006215255595493006,0.0057246356164093485
L23H6,23,tools_block,1189,0.013642122969031334,0.015237357467412949,0.0015952344983816147,0.013918782932146495,0.01540621085510698
L23H6,23,user_block,1189,0.0474754236638546,0.061947278678417206,0.014471855014562607,0.04930990459076289,0.0624704885980329
L24H6,24,contrast,1189,0.00016762875020503998,0.001201220671646297,0.001033591921441257,0.0004199507668153242,0.0024859916202017458
L24H6,24,prefix_16,1189,0.03793766722083092,0.26240697503089905,0.22446930781006813,0.03980942471563829,0.28221120638968666
L24H6,24,recent_32,1189,0.010108759626746178,0.03702295571565628,0.026914196088910103,0.010439288794807933,0.03641963688557994
L24H6,24,tool_call_tags,1189,0.9156824350357056,0.5969128012657166,-0.318769633769989,0.9129996651155393,0.5754448193978421
L24H6,24,tools_block,1189,0.01089281216263771,0.03718094155192375,0.02628812938928604,0.011477347258541066,0.0358747497045876
L24H6,24,user_block,1189,0.0184783972799778,0.0630636215209961,0.044585224241018295,0.019570149855117985,0.06382506587162702
