sample_id,step_idx,nodes,rescue_ratio,decision_score,no_tool_top1,boundary_flip
humaneval_python_41,1,L16H4,0.16022099447513813,-2.36749267578125,False,False
humaneval_python_41,2,L16H4|MLP17,0.8121546961325967,0.07421875,True,True
humaneval_python_41,3,L16H4|MLP17|L23H6,0.8895027624309392,0.6484375,True,True
codecontests_cpp_42,1,L16H4,0.3416666666666667,-2.436279296875,False,False
codecontests_cpp_42,2,L16H4|MLP17,0.8708333333333333,0.33203125,True,True
codecontests_cpp_42,3,L16H4|MLP17|L23H6,0.9338541666666667,1.064453125,True,True
codecontests_java_42,1,L16H4,0.23036649214659685,-2.27783203125,False,False
codecontests_java_42,2,L16H4|MLP17,0.6020942408376964,-0.9736328125,False,False
codecontests_java_42,3,L16H4|MLP17|L23H6,0.8167539267015707,0.16796875,True,True
humaneval_python_42,1,L16H4,0.11299435028248588,-2.4488525390625,False,False
humaneval_python_42,2,L16H4|MLP17,0.3983050847457627,-1.59716796875,False,False
humaneval_python_42,3,L16H4|MLP17|L23H6,0.7048022598870056,-0.44921875,False,False
mbpp_python_42,1,L16H4,0.24528301886792453,-2.4788818359375,False,False
mbpp_python_42,2,L16H4|MLP17,0.6933962264150944,-0.755859375,False,False
mbpp_python_42,3,L16H4|MLP17|L23H6,0.8231132075471698,-0.03125,True,False
apps_python_43,1,L16H4,0.03225806451612903,-2.81247615814209,False,False
apps_python_43,2,L16H4|MLP17,0.3736559139784946,-1.759521484375,False,False
apps_python_43,3,L16H4|MLP17|L23H6,0.6021505376344086,-0.9287109375,False,False
codecontests_cpp_43,1,L16H4,0.22127659574468084,-2.84661865234375,False,False
codecontests_cpp_43,2,L16H4|MLP17,0.7,-0.73828125,False,False
codecontests_cpp_43,3,L16H4|MLP17|L23H6,0.7808510638297872,-0.23828125,False,False
codecontests_java_43,1,L16H4,0.1471861471861472,-6.1551971435546875,False,False
codecontests_java_43,2,L16H4|MLP17,0.39826839826839827,-4.3277587890625,False,False
codecontests_java_43,3,L16H4|MLP17|L23H6,0.645021645021645,-2.447265625,False,False
apps_python_44,1,L16H4,0.33488372093023255,-1.0703125,False,False
apps_python_44,2,L16H4|MLP17,0.8058139534883721,0.248046875,True,True
apps_python_44,3,L16H4|MLP17|L23H6,0.8633720930232558,0.5517578125,True,True
codecontests_cpp_44,1,L16H4,-0.03827751196172249,-3.3900680541992188,False,False
codecontests_cpp_44,2,L16H4|MLP17,0.48564593301435405,-1.599609375,False,False
codecontests_cpp_44,3,L16H4|MLP17|L23H6,0.6818181818181818,-0.8037109375,False,False
codecontests_java_44,1,L16H4,0.3562091503267974,-1.47998046875,False,False
codecontests_java_44,2,L16H4|MLP17,0.8259803921568627,0.478515625,True,True
codecontests_java_44,3,L16H4|MLP17|L23H6,0.9138071895424836,1.4736328125,True,True
humaneval_python_44,1,L16H4,0.05517241379310345,-2.1392440795898438,False,False
humaneval_python_44,2,L16H4|MLP17,0.8318965517241379,0.306640625,True,True
humaneval_python_44,3,L16H4|MLP17|L23H6,0.9168103448275862,0.9755859375,True,True
codecontests_cpp_45,1,L16H4,0.18617021276595744,-2.37933349609375,False,False
