sample_id,step_idx,nodes,rescue_ratio,decision_score,tool_top1,boundary_flip
mbpp_python_17,1,L20H5,0.15878378378378377,-3.883270263671875,False,False
mbpp_python_17,2,L20H5|L21H1,0.5101351351351351,-2.1845703125,False,False
mbpp_python_17,3,L20H5|L21H1|L21H12,0.7584459459459459,-0.78125,False,False
mbpp_python_17,4,L20H5|L21H1|L21H12|L24H6,0.8986486486486487,0.3359375,True,True
mbpp_python_17,5,L20H5|L21H1|L21H12|L24H6|MLP27,0.9860641891891891,1.966796875,True,True
codecontests_cpp_18,1,L20H5,0.4766355140186916,-1.66845703125,False,False
codecontests_cpp_18,2,L20H5|L21H1,0.8457943925233645,0.10546875,True,True
codecontests_cpp_18,3,L20H5|L21H1|L21H12,0.971232476635514,1.53662109375,True,True
codecontests_cpp_18,4,L20H5|L21H1|L21H12|L24H6,0.983498831775701,1.87451171875,True,True
codecontests_cpp_18,5,L20H5|L21H1|L21H12|L24H6|MLP27,0.9874415887850467,2.0361328125,True,True
codecontests_java_18,1,L20H5,0.124,-3.416900634765625,False,False
codecontests_java_18,2,L20H5|L21H1,0.348,-2.51171875,False,False
codecontests_java_18,3,L20H5|L21H1|L21H12,0.865,-0.07421875,True,False
codecontests_java_18,4,L20H5|L21H1|L21H12|L24H6,0.932,0.47265625,True,True
codecontests_java_18,5,L20H5|L21H1|L21H12|L24H6|MLP27,0.97275,0.9873046875,True,True
humaneval_python_18,1,L20H5,0.1875,-3.4494171142578125,False,False
humaneval_python_18,2,L20H5|L21H1,0.6213235294117647,-1.49658203125,False,False
humaneval_python_18,3,L20H5|L21H1|L21H12,0.6415441176470589,-1.39453125,False,False
humaneval_python_18,4,L20H5|L21H1|L21H12|L24H6,0.8262867647058824,-0.3515625,False,False
humaneval_python_18,5,L20H5|L21H1|L21H12|L24H6|MLP27,0.9579503676470589,0.8994140625,True,True
codecontests_java_19,1,L20H5,0.5901162790697675,-2.09326171875,False,False
codecontests_java_19,2,L20H5|L21H1,0.9698401162790697,1.744140625,True,True
codecontests_java_19,3,L20H5|L21H1|L21H12,0.9977402797965116,4.30035400390625,True,True
codecontests_java_19,4,L20H5|L21H1|L21H12|L24H6,0.9983648255813954,4.5224609375,True,True
codecontests_java_19,5,L20H5|L21H1|L21H12|L24H6|MLP27,0.9998992210210755,6.374458312988281,True,True
apps_python_20,1,L20H5,0.3277027027027027,-1.523681640625,False,False
apps_python_20,2,L20H5|L21H1,0.7263513513513513,-0.3994140625,False,False
apps_python_20,3,L20H5|L21H1|L21H12,0.9134290540540541,0.4208984375,True,True
apps_python_20,4,L20H5|L21H1|L21H12|L24H6,0.9733952702702703,0.9228515625,True,True
apps_python_20,5,L20H5|L21H1|L21H12|L24H6|MLP27,0.998020481418919,1.70635986328125,True,True
codecontests_cpp_20,1,L20H5,0.39570552147239263,-1.496826171875,False,False
codecontests_cpp_20,2,L20H5|L21H1,0.8289877300613497,-0.0078125,False,False
codecontests_cpp_20,3,L20H5|L21H1|L21H12,0.9654907975460123,0.974609375,True,True
codecontests_cpp_20,4,L20H5|L21H1|L21H12|L24H6,0.9901744631901841,1.3734130859375,True,True
codecontests_cpp_20,5,L20H5|L21H1|L21H12|L24H6|MLP27,0.9864838957055214,1.324951171875,True,True
codecontests_java_20,1,L20H5,0.24890829694323144,-5.3660888671875,False,False
codecontests_java_20,2,L20H5|L21H1,0.5807860262008734,-2.952392578125,False,False
codecontests_java_20,3,L20H5|L21H1|L21H12,0.925764192139738,0.31640625,True,True
codecontests_java_20,4,L20H5|L21H1|L21H12|L24H6,0.9657478165938864,1.1845703125,True,True
codecontests_java_20,5,L20H5|L21H1|L21H12|L24H6|MLP27,0.9954967248908297,2.9208984375,True,True
humaneval_python_21,1,L20H5,0.36607142857142855,-2.17919921875,False,False
humaneval_python_21,2,L20H5|L21H1,0.6026785714285714,-1.224609375,False,False
humaneval_python_21,3,L20H5|L21H1|L21H12,0.6026785714285714,-1.2236328125,False,False
humaneval_python_21,4,L20H5|L21H1|L21H12|L24H6,0.8102678571428571,-0.1484375,False,False
humaneval_python_21,5,L20H5|L21H1|L21H12|L24H6|MLP27,0.9830496651785714,1.987548828125,True,True
apps_python_22,1,L20H5,0.14220183486238533,-2.913818359375,False,False
apps_python_22,2,L20H5|L21H1,0.6743119266055045,-0.8798828125,False,False
apps_python_22,3,L20H5|L21H1|L21H12,0.8463302752293578,0.03125,False,True
apps_python_22,4,L20H5|L21H1|L21H12|L24H6,0.9094036697247706,0.54296875,True,True
apps_python_22,5,L20H5|L21H1|L21H12|L24H6|MLP27,0.9797878440366973,1.52490234375,True,True
codecontests_cpp_22,1,L20H5,0.3717277486910995,-1.83447265625,False,False
codecontests_cpp_22,2,L20H5|L21H1,0.8442408376963351,0.1171875,True,True
codecontests_cpp_22,3,L20H5|L21H1|L21H12,0.9394633507853403,0.8974609375,True,True
codecontests_cpp_22,4,L20H5|L21H1|L21H12|L24H6,0.9648232984293194,1.26220703125,True,True
codecontests_cpp_22,5,L20H5|L21H1|L21H12|L24H6|MLP27,0.9812663612565445,1.608154296875,True,True
codecontests_java_22,1,L20H5,0.25,-4.774261474609375,False,False
codecontests_java_22,2,L20H5|L21H1,0.7352941176470589,-1.50390625,False,False
codecontests_java_22,3,L20H5|L21H1|L21H12,0.946078431372549,0.71875,True,True
codecontests_java_22,4,L20H5|L21H1|L21H12|L24H6,0.9756433823529411,1.4462890625,True,True
codecontests_java_22,5,L20H5|L21H1|L21H12|L24H6|MLP27,0.9985926011029411,3.10040283203125,True,True
apps_python_23,1,L20H5,0.17714285714285713,-2.240234375,False,False
apps_python_23,2,L20H5|L21H1,0.7271428571428571,-0.4140625,False,False
apps_python_23,3,L20H5|L21H1|L21H12,0.8585714285714285,0.28515625,True,True
apps_python_23,4,L20H5|L21H1|L21H12|L24H6,0.9328571428571428,0.88671875,True,True
apps_python_23,5,L20H5|L21H1|L21H12|L24H6|MLP27,0.9367857142857143,1.0302734375,True,True
codecontests_cpp_23,1,L20H5,0.2048611111111111,-3.572662353515625,False,False
codecontests_cpp_23,2,L20H5|L21H1,0.6440972222222222,-1.46484375,False,False
codecontests_cpp_23,3,L20H5|L21H1|L21H12,0.9279513888888888,0.55078125,True,True
codecontests_cpp_23,4,L20H5|L21H1|L21H12|L24H6,0.9654947916666666,1.1103515625,True,True
codecontests_cpp_23,5,L20H5|L21H1|L21H12|L24H6|MLP27,0.9922960069444444,1.94189453125,True,True
codecontests_java_23,1,L20H5,0.3593073593073593,-4.611328125,False,False
codecontests_java_23,2,L20H5|L21H1,0.6515151515151515,-2.416015625,False,False
codecontests_java_23,3,L20H5|L21H1|L21H12,0.9688852813852814,1.345703125,True,True
codecontests_java_23,4,L20H5|L21H1|L21H12|L24H6,0.9864718614718615,2.18359375,True,True
codecontests_java_23,5,L20H5|L21H1|L21H12|L24H6|MLP27,0.997463474025974,3.669189453125,True,True
codecontests_cpp_24,1,L20H5,0.28353658536585363,-3.662109375,False,False
codecontests_cpp_24,2,L20H5|L21H1,0.8048780487804879,-0.6484375,False,False
codecontests_cpp_24,3,L20H5|L21H1|L21H12,0.9435975609756098,0.7890625,True,True
codecontests_cpp_24,4,L20H5|L21H1|L21H12|L24H6,0.9725609756097561,1.3828125,True,True
codecontests_cpp_24,5,L20H5|L21H1|L21H12|L24H6|MLP27,0.9890910823170732,2.006591796875,True,True
codecontests_java_24,1,L20H5,0.461864406779661,-3.953369140625,False,False
codecontests_java_24,2,L20H5|L21H1,0.7966101694915254,-1.2822265625,False,False
codecontests_java_24,3,L20H5|L21H1|L21H12,0.9629237288135594,0.9140625,True,True
codecontests_java_24,4,L20H5|L21H1|L21H12|L24H6,0.9786811440677966,1.3974609375,True,True
codecontests_java_24,5,L20H5|L21H1|L21H12|L24H6|MLP27,0.995067531779661,2.369873046875,True,True
apps_python_25,1,L20H5,0.42410714285714285,-4.0050048828125,False,False
apps_python_25,2,L20H5|L21H1,0.8203125,-1.009765625,False,False
apps_python_25,3,L20H5|L21H1|L21H12,0.9361049107142857,0.248046875,False,True
apps_python_25,4,L20H5|L21H1|L21H12|L24H6,0.9779575892857143,1.072265625,True,True
apps_python_25,5,L20H5|L21H1|L21H12|L24H6|MLP27,0.9930245535714286,1.748046875,True,True
codecontests_java_25,1,L20H5,0.6326923076923077,-1.3154296875,False,False
codecontests_java_25,2,L20H5|L21H1,0.8365384615384616,-0.09765625,False,False
codecontests_java_25,3,L20H5|L21H1|L21H12,0.9829326923076923,2.0712890625,True,True
codecontests_java_25,4,L20H5|L21H1|L21H12|L24H6,0.9897235576923077,2.411376953125,True,True
codecontests_java_25,5,L20H5|L21H1|L21H12|L24H6|MLP27,0.9982572115384616,4.524169921875,True,True
