source,target,support_weighted,support_unweighted
Input Embed,MLP5,0.1200082427634864,0.12195121951219512
L16H13,MLP17,0.11873950920361137,0.12020905923344948
MLP17,MLP27,0.11548101535692439,0.11440185830429733
MLP13,L16H8,0.11511003373405498,0.11788617886178862
Input Embed,MLP6,0.11502016770459231,0.11440185830429733
Input Embed,MLP3,0.11461567907005453,0.11498257839721254
Input Embed,MLP11,0.11384745259845745,0.11033681765389082
MLP11,L12H6,0.11339918140051307,0.11382113821138211
MLP13,L16H4,0.11021937913177153,0.11149825783972125
Input Embed,L9H3,0.11015085698526683,0.10859465737514518
MLP13,MLP16,0.10593673311571998,0.10685249709639953
L17H8,MLP18,0.10416878876754221,0.10336817653890824
Input Embed,MLP4,0.10344131246087132,0.10336817653890824
MLP17,MLP20,0.1005027959165952,0.09988385598141696
L13H3,MLP16,0.09846199830973855,0.10104529616724739
L17H12,MLP19,0.09768644257893619,0.10046457607433217
MLP19,MLP20,0.09619326057457624,0.09465737514518002
Input Embed,L11H1,0.0956545944433089,0.09407665505226481
L16H8,MLP27,0.09197859790978503,0.09117305458768873
L16H8,MLP19,0.09185117465514434,0.09349593495934959
MLP12,MLP13,0.09108506776279468,0.09175377468060394
L21H1,L24H6,0.08981948717680358,0.08826945412311266
L17H2,MLP27,0.0890452502319028,0.08885017421602788
Input Embed,MLP1,0.0851653330981089,0.08478513356562137
L11H1,MLP16,0.08434883083164484,0.08188153310104529
L17H2,MLP18,0.08110979675339815,0.08013937282229965
Input Embed,MLP2,0.08093182399172097,0.08246225319396051
MLP12,L13H3,0.08087247470142796,0.08710801393728224
L16H4,MLP27,0.0798651841610348,0.07897793263646923
L9H3,MLP12,0.07967592793606565,0.07897793263646923
Input Embed,MLP0,0.07507101133624576,0.0743321718931475
MLP12,MLP17,0.07497155322450483,0.07607433217189315
L21H1,L23H6,0.07349912752725565,0.07200929152148665
MLP12,L16H9,0.07272471342434089,0.07084785133565621
L17H12,MLP27,0.07257909958390922,0.07200929152148665
MLP11,L13H9,0.07201464340989874,0.070267131242741
MLP18,L21H12,0.07169803101127525,0.0743321718931475
L10H2,MLP11,0.07108063922668353,0.06968641114982578
L16H4,L17H2,0.069686997720015,0.07142857142857142
MLP12,L17H2,0.06926413892492528,0.07259001161440186
L20H5,L21H1,0.06905639868744176,0.06794425087108014
L12H6,MLP13,0.06808069712647646,0.070267131242741
L10H2,MLP12,0.06600701689957249,0.06794425087108014
Input Embed,MLP12,0.06462393385523056,0.06445993031358885
MLP16,MLP18,0.0645782923128367,0.06387921022067364
MLP11,L17H8,0.06384963270279351,0.06329849012775841
MLP20,L23H6,0.0628670847365095,0.06387921022067364
MLP20,L21H1,0.06261079966443488,0.062137049941927994
MLP11,L16H9,0.06235546873595599,0.05981416957026713
L15H9,MLP16,0.06192513775580188,0.06155632984901278
MLP5,L12H6,0.06172762666378313,0.06562137049941928
MLP18,L23H6,0.061597934542685175,0.06097560975609756
L21H12,Residual Output: no_tool,0.06055684549217005,0.06329849012775841
L13H6,MLP16,0.05977124415767488,0.059233449477351915
MLP13,L17H8,0.059519602900831865,0.06155632984901278
Input Embed,MLP10,0.05862617156227032,0.05574912891986063
L12H0,MLP16,0.05852977565043886,0.05574912891986063
L16H8,L17H12,0.05811421499292781,0.06039488966318235
L12H6,L16H8,0.05760356113531204,0.05981416957026713
MLP18,L24H6,0.057594984677489434,0.05749128919860627
Input Embed,L10H2,0.05722067425904205,0.05574912891986063
MLP19,MLP27,0.05636697800794907,0.056329849012775844
L15H5,MLP17,0.056258354946121907,0.0545876887340302
MLP5,L16H8,0.05527356557528883,0.056910569105691054
MLP12,L20H5,0.05389871466454341,0.052845528455284556
L13H9,MLP17,0.05338110280018301,0.05400696864111498
MLP20,L24H6,0.05301117787289917,0.05400696864111498
L2H15,MLP12,0.0528943899664909,0.059233449477351915
Input Embed,MLP9,0.051658817733812826,0.04994192799070848
MLP16,MLP27,0.05154415491885811,0.04994192799070848
L16H9,L17H8,0.05150914170939375,0.04936120789779326
MLP10,L16H8,0.050511106757638556,0.04819976771196283
L9H3,MLP11,0.049889295141247535,0.04878048780487805
L6H0,MLP12,0.04978629334717944,0.05516840882694541
MLP12,L16H13,0.04847781499991734,0.04936120789779326
