sample_id,sample_rank,q_index,gap,orig_suff_ratio,orig_nec_ratio,refined_suff_ratio,refined_nec_ratio,k_local,n_refined_nodes,n_orig_nodes
codecontests_java_58,145,,10.0,1.0625,1.075,1.0375,1.0125,0,10,16
apps_python_59,146,,5.0,1.05,1.075,0.95,0.95,0,10,16
apps_python_60,147,,10.5,1.0476190476190477,1.0714285714285714,1.0952380952380953,1.0714285714285714,2,12,16
codecontests_java_60,148,,10.0,1.1125,1.075,1.0875,1.0375,0,10,16
humaneval_python_60,149,,7.25,1.0344827586206897,1.0517241379310345,1.0172413793103448,1.0344827586206897,0,10,16
codecontests_java_61,150,,10.375,0.9397590361445783,0.9036144578313253,0.927710843373494,0.8554216867469879,1,11,16
mbpp_python_61,151,,7.75,0.9354838709677419,0.9516129032258065,0.9516129032258065,0.9354838709677419,1,11,16
codecontests_cpp_62,152,,6.125,0.8775510204081632,0.8163265306122449,0.9591836734693877,0.8979591836734694,0,10,16
codecontests_java_62,153,,12.875,1.0679611650485437,1.0970873786407767,1.087378640776699,1.1067961165048543,1,11,16
codecontests_cpp_63,154,,9.5,0.9473684210526315,0.9342105263157895,0.9605263157894737,0.9868421052631579,0,10,16
codecontests_java_63,155,,14.375,0.9565217391304348,0.9478260869565217,0.9826086956521739,0.9478260869565217,0,10,16
apps_python_64,156,,9.125,0.9863013698630136,1.0410958904109588,0.958904109589041,1.0,1,11,16
codecontests_cpp_64,157,,6.625,1.0188679245283019,1.0754716981132075,0.9811320754716981,1.0566037735849056,0,10,16
codecontests_java_64,158,,6.625,0.9245283018867925,0.9245283018867925,0.9056603773584906,0.9056603773584906,1,11,16
humaneval_python_64,159,,7.25,0.9827586206896551,0.9655172413793104,0.9655172413793104,0.9655172413793104,1,11,16
codecontests_cpp_65,160,,7.75,1.0,1.064516129032258,1.0161290322580645,1.0483870967741935,0,10,16
codecontests_java_65,161,,11.125,0.9662921348314607,0.8876404494382022,0.9438202247191011,0.8651685393258427,1,11,16
codecontests_cpp_66,162,,7.0,1.0,0.9821428571428571,1.0178571428571428,1.0,0,10,16
codecontests_java_66,163,,12.25,0.8979591836734694,0.8367346938775511,0.9081632653061225,0.8673469387755102,0,10,16
