sample_id,stage_idx,nodes,rescue_ratio,decision_score,tool_top1,boundary_flip
codecontests_cpp_11,1,L2H14,0.1791907514450867,-2.20819091796875,False,False
codecontests_cpp_11,2,L2H14|MLP11,0.6994219653179191,-0.49609375,False,False
codecontests_cpp_11,3,L2H14|MLP11|MLP16,0.8663294797687862,0.396484375,True,True
codecontests_cpp_11,4,L2H14|MLP11|MLP16|MLP19,0.9627890173410405,1.4541015625,True,True
codecontests_cpp_11,5,L2H14|MLP11|MLP16|MLP19|L20H5,0.9734465317919075,1.68603515625,True,True
codecontests_cpp_11,6,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1,0.9883489884393064,2.156005859375,True,True
codecontests_cpp_11,7,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1|L21H12,0.9949873554913294,2.5333251953125,True,True
codecontests_cpp_11,8,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1|L21H12|L24H6,0.9962743858381503,2.61492919921875,True,True
codecontests_cpp_11,9,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1|L21H12|L24H6|MLP27,0.9988653811416185,2.9500579833984375,True,True
codecontests_java_11,1,L2H14,0.14903846153846154,-5.52801513671875,False,False
codecontests_java_11,2,L2H14|MLP11,0.4182692307692308,-3.7578125,False,False
codecontests_java_11,3,L2H14|MLP11|MLP16,0.40384615384615385,-3.498046875,False,False
codecontests_java_11,4,L2H14|MLP11|MLP16|MLP19,0.4639423076923077,-3.23046875,False,False
codecontests_java_11,5,L2H14|MLP11|MLP16|MLP19|L20H5,0.7139423076923077,-1.513671875,False,False
codecontests_java_11,6,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1,0.8365384615384616,-0.61328125,False,False
codecontests_java_11,7,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1|L21H12,0.9888070913461539,1.35693359375,True,True
codecontests_java_11,8,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1|L21H12|L24H6,0.9929762620192307,1.579345703125,True,True
codecontests_java_11,9,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1|L21H12|L24H6|MLP27,0.9944411057692307,1.6826171875,True,True
humaneval_python_11,1,L2H14,0.27741935483870966,-3.492645263671875,False,False
humaneval_python_11,2,L2H14|MLP11,0.03870967741935484,-4.6468505859375,False,False
humaneval_python_11,3,L2H14|MLP11|MLP16,0.667741935483871,-1.376953125,False,False
humaneval_python_11,4,L2H14|MLP11|MLP16|MLP19,0.8330645161290322,-0.29296875,False,False
humaneval_python_11,5,L2H14|MLP11|MLP16|MLP19|L20H5,0.8483870967741935,-0.15625,False,False
humaneval_python_11,6,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1,0.902016129032258,0.283203125,False,True
humaneval_python_11,7,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1|L21H12,0.9435483870967742,0.7421875,True,True
humaneval_python_11,8,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1|L21H12|L24H6,0.9669354838709677,1.12109375,True,True
humaneval_python_11,9,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1|L21H12|L24H6|MLP27,0.972983870967742,1.408203125,True,True
mbpp_python_11,1,L2H14,-0.13131313131313133,-3.4983139038085938,False,False
mbpp_python_11,2,L2H14|MLP11,0.29292929292929293,-2.1729736328125,False,False
mbpp_python_11,3,L2H14|MLP11|MLP16,0.41414141414141414,-1.779296875,False,False
mbpp_python_11,4,L2H14|MLP11|MLP16|MLP19,0.5959595959595959,-1.15283203125,False,False
mbpp_python_11,5,L2H14|MLP11|MLP16|MLP19|L20H5,0.7285353535353535,-0.642578125,False,False
mbpp_python_11,6,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1,0.773989898989899,-0.443359375,False,False
mbpp_python_11,7,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1|L21H12,0.8573232323232324,-0.033203125,False,False
mbpp_python_11,8,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1|L21H12|L24H6,0.8573232323232324,-0.033203125,False,False
mbpp_python_11,9,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1|L21H12|L24H6|MLP27,0.9551767676767676,0.673828125,True,True
codecontests_cpp_12,1,L2H14,0.007042253521126761,-2.2035179138183594,False,False
codecontests_cpp_12,2,L2H14|MLP11,0.014084507042253521,-2.186695098876953,False,False
codecontests_cpp_12,3,L2H14|MLP11|MLP16,0.41901408450704225,-1.2236328125,False,False
codecontests_cpp_12,4,L2H14|MLP11|MLP16|MLP19,0.8362676056338029,0.1953125,True,True
codecontests_cpp_12,5,L2H14|MLP11|MLP16|MLP19|L20H5,0.875,0.41796875,True,True
codecontests_cpp_12,6,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1,0.9071302816901409,0.6337890625,True,True
codecontests_cpp_12,7,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1|L21H12,0.9855853873239436,1.608642578125,True,True
codecontests_cpp_12,8,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1|L21H12|L24H6,0.9856954225352113,1.61669921875,True,True
codecontests_cpp_12,9,L2H14|MLP11|MLP16|MLP19|L20H5|L21H1|L21H12|L24H6|MLP27,0.9967677156690141,2.039703369140625,True,True
codecontests_java_12,1,L2H14,0.04054054054054054,-8.86260986328125,False,False
