source,target,forward_support,reverse_support,shared_support_min,union_support_max,support_delta_reverse_minus_forward,direction_balance
L11H9,MLP12,0.0329501705921446,0.021919538637132894,0.021919538637132894,0.0329501705921446,-0.011030631955011704,-0.20103317677371538
L2H14,MLP3,0.031911011637935936,0.021919538637132894,0.021919538637132894,0.031911011637935936,-0.009991473000803042,-0.18560971325293157
L2H14,MLP12,0.02187259661555809,0.04357520832213235,0.02187259661555809,0.04357520832213235,0.02170261170657426,0.3316018272459439
Input Embed,L6H0,0.021820445767276004,0.06897965313927361,0.021820445767276004,0.06897965313927361,0.04715920737199761,0.5193739647853611
L20H14,L21H12,0.053966851410686544,0.021757171684265244,0.021757171684265244,0.053966851410686544,-0.0322096797264213,-0.4253561605678686
L21H1,L24H6,0.24906807643299156,0.021625997213942653,0.021625997213942653,0.24906807643299156,-0.2274420792190489,-0.8402181701092621
MLP19,MLP21,0.22380659730399666,0.02161510060050605,0.02161510060050605,0.22380659730399666,-0.2021914967034906,-0.8238533855395554
MLP12,L13H6,0.03301869047536126,0.0213265462875293,0.0213265462875293,0.03301869047536126,-0.01169214418783196,-0.21514570336394037
MLP11,L17H12,0.09520221744758872,0.02130882132704383,0.02130882132704383,0.09520221744758872,-0.0738933961205449,-0.6342179839583868
MLP12,L18H14,0.021268686640458404,0.025783849434847537,0.021268686640458404,0.025783849434847537,0.004515162794389134,0.09596003044687694
L4H15,MLP11,0.030792263322594014,0.021256500247231264,0.021256500247231264,0.030792263322594014,-0.00953576307536275,-0.18320825359415469
MLP21,MLP27,0.20054189470491932,0.02122006854605945,0.02122006854605945,0.20054189470491932,-0.17932182615885986,-0.8086230096904069
MLP5,L10H2,0.020916686938071853,0.02502484528062805,0.020916686938071853,0.02502484528062805,0.004108158342556196,0.0894214481789535
L16H4,L17H12,0.020877130300186356,0.04252466826660875,0.020877130300186356,0.04252466826660875,0.021647537966422395,0.341434130509977
MLP1,L13H6,0.021677505239237792,0.02087081952416628,0.02087081952416628,0.021677505239237792,-0.0008066857150715138,-0.01895928264055525
MLP4,L9H3,0.020861431494668677,0.02177627367872026,0.020861431494668677,0.02177627367872026,0.000914842184051582,0.021456177820342773
MLP6,L13H9,0.020646058193170835,0.027951189448511188,0.020646058193170835,0.027951189448511188,0.0073051312553403525,0.15031985574991116
L12H6,L16H8,0.020531513295594096,0.04797979587457964,0.020531513295594096,0.04797979587457964,0.02744828257898554,0.40063871076828145
Input Embed,L10H2,0.02033241005685509,0.04925916264978337,0.02033241005685509,0.04925916264978337,0.02892675259292828,0.4156645908099862
MLP11,L17H2,0.06725601666442046,0.02029953914658553,0.02029953914658553,0.06725601666442046,-0.04695647751783494,-0.5363049447049753
L11H1,MLP12,0.02009533884204934,0.03501724697233146,0.02009533884204934,0.03501724697233146,0.01492190813028212,0.2707531847723333
L9H3,L13H9,0.020092329731487203,0.035840125675439746,0.020092329731487203,0.035840125675439746,0.015747795943952543,0.28155023464251955
L2H14,MLP6,0.033386392998703905,0.020044583024076572,0.020044583024076572,0.033386392998703905,-0.013341809974627333,-0.249701782893485
MLP7,L16H4,0.019769116762053424,0.0421388007159677,0.019769116762053424,0.0421388007159677,0.022369683953914275,0.36133801402471794
MLP9,L13H10,0.019733209388722073,0.03653256439522149,0.019733209388722073,0.03653256439522149,0.016799355006499418,0.2985714738591831
L16H13,MLP17,0.019364211183053176,0.12748668219664971,0.019364211183053176,0.12748668219664971,0.10812247101359654,0.7362738388933817
L16H6,MLP17,0.01913645554111012,0.03156178795652334,0.01913645554111012,0.03156178795652334,0.012425332415413222,0.24508408098977283
L13H9,MLP17,0.01896475796526251,0.04098660358421465,0.01896475796526251,0.04098660358421465,0.02202184561895214,0.3673285318262166
MLP3,L12H6,0.01880799837325863,0.03349803159385808,0.01880799837325863,0.03349803159385808,0.014690033220599447,0.2808477957481125
L12H6,L16H9,0.01878529522716501,0.02922605151617719,0.01878529522716501,0.02922605151617719,0.010440756289012181,0.2174643495177526
MLP11,MLP14,0.01832163797671974,0.02922605151617719,0.01832163797671974,0.02922605151617719,0.01090441353945745,0.22933634958406213
MLP12,L16H6,0.01812812641060425,0.05217283829769758,0.01812812641060425,0.05217283829769758,0.034044711887093335,0.4842709062152173
Input Embed,MLP9,0.01780521512331587,0.0419654772808139,0.01780521512331587,0.0419654772808139,0.02416026215749803,0.40421586543020727
L15H5,L16H8,0.017797196739374077,0.13834273260397123,0.017797196739374077,0.13834273260397123,0.12054553586459715,0.7720352914949926
L9H5,MLP11,0.017742968594173077,0.02122006854605945,0.017742968594173077,0.02122006854605945,0.0034770999518863727,0.08924098856492843
MLP16,L17H1,0.017715917615082007,0.0424657837309891,0.017715917615082007,0.0424657837309891,0.024749866115907095,0.4112523501717663
MLP19,L24H6,0.01748624095129887,0.38429307441587607,0.01748624095129887,0.38429307441587607,0.3668068334645772,0.9129559920957172
L12H6,MLP27,0.01723596352579881,0.05775083790186966,0.01723596352579881,0.05775083790186966,0.04051487437607085,0.5402934063690007
MLP16,MLP20,0.017044448905503166,0.027466431499789036,0.017044448905503166,0.027466431499789036,0.01042198259428587,0.23414460687788888
L16H13,L17H8,0.016576995123310734,0.03583309430414804,0.016576995123310734,0.03583309430414804,0.01925609918083731,0.3674120649515363
MLP11,L16H9,0.015866403427396553,0.06522382241490342,0.015866403427396553,0.06522382241490342,0.04935741898750687,0.6086728514419801
MLP6,L11H5,0.0156876998997192,0.021342582392969166,0.0156876998997192,0.021342582392969166,0.005654882493249965,0.1527096782183192
MLP4,L13H9,0.015509011643666035,0.020176186133220902,0.015509011643666035,0.020176186133220902,0.004667174489554867,0.13078740711303452
MLP12,L13H13,0.014805178763677845,0.02772742915124728,0.014805178763677845,0.02772742915124728,0.012922250387569435,0.3038198460206548
MLP9,L16H4,0.014659669393250448,0.02164277678565394,0.014659669393250448,0.02164277678565394,0.006983107392403492,0.19235914180519953
MLP17,MLP21,0.06336469792003449,0.014613025758088595,0.014613025758088595,0.06336469792003449,-0.0487516721619459,-0.6251999912588285
L17H8,L18H14,0.032656523717291074,0.014613025758088595,0.014613025758088595,0.032656523717291074,-0.01804349795920248,-0.3817150397974584
MLP4,MLP11,0.02982453090447253,0.014613025758088595,0.014613025758088595,0.02982453090447253,-0.015211505146383935,-0.3423119156143818
L2H14,MLP9,0.025388675218309266,0.014613025758088595,0.014613025758088595,0.025388675218309266,-0.01077564946022067,-0.26937978128926593
L13H10,L15H5,0.0240833724892306,0.014613025758088595,0.014613025758088595,0.0240833724892306,-0.009470346731142004,-0.2447345789293992
MLP11,L21H12,0.024060722679812477,0.014613025758088595,0.014613025758088595,0.024060722679812477,-0.009447696921723881,-0.24429224741155278
MLP10,L13H10,0.018734859498496133,0.014613025758088595,0.014613025758088595,0.018734859498496133,-0.0041218337404075375,-0.12360105322101822
MLP0,L13H6,0.017358195481398848,0.014613025758088595,0.014613025758088595,0.017358195481398848,-0.0027451697233102524,-0.08586377425957414
L13H6,MLP17,0.036305042922887956,0.014507134267087952,0.014507134267087952,0.036305042922887956,-0.021797908655800002,-0.4289898575749326
MLP11,L13H13,0.026090350151390215,0.014489186556748862,0.014489186556748862,0.026090350151390215,-0.011601163594641353,-0.2858870390285776
MLP6,L10H2,0.019599876784631456,0.014422174815006043,0.014422174815006043,0.019599876784631456,-0.005177701969625413,-0.15218664737080645
